Idno,Username,created_at,tweets,followers,friends,Label,Tweet
2267,Maurizi06176831,29-08-17 12:53,7212,2326,38,0,Oh for fuck's sake she's in like tallahassee
19562,GianMar46619800,29-01-18 21:38,3,3410,139,0,Eh den sat u book e kb liao huh...
3122,OnairPablo,29-01-18 21:38,7,2549,201,0,G wants to know where the fuck you are
40035,NicoloGiorgia,02-04-17 14:48,0,3276,118,0,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones"
16577,MARZIA_CIA,29-01-18 21:30,22,7656,124,0,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about \the cave\"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing."""
33104,Gianky07969525,29-01-18 21:33,2,2876,142,0,Yunny... I'm goin to be late
47088,ilaema85,08-06-09 7:03,108,2635,309,0,Hi mate its RV did u hav a nice hol just a message 3 say hello coz haven‹¨«‹¨«t sent u 1 in ages started driving so stay off roads!RVx
12637,LeandroBertani8,29-01-18 21:30,0,13675,78,1,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
20635,LasLas17472582,29-01-18 21:27,0,1061,86,0,Same. Wana plan a trip sometme then
15091,CapTheReal,10-09-13 9:59,2256,4147,1485,0,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
34544,ungari_marco,07-08-16 18:09,0,2772,71,1,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT"
30857,armand23mastro,29-01-18 21:16,5,2523,414,0,"K I'm leaving soon, be there a little after 9"
43476,CristianoNoni,29-01-18 21:22,0,1891,14,0,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2"
43048,BadjieIssa,29-01-18 21:21,3,2431,126,0,"Sorry,in meeting I'll call later"
17447,miravelaclub,29-01-18 21:25,3,4939,144,0,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished"
35904,ZazzaAle,29-01-18 21:24,0,3311,142,0,If i not meeting ‹¨«_ all rite then i'll go home lor. If ‹¨«_ dun feel like comin it's ok.
3077,mengonsyo,20-06-13 16:09,529,3791,95,1,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of‹¨«2000 CASH 18+only. To opt out txt X to 07786200117
38824,majah04534800,29-01-18 21:23,1,2228,67,0,have * good weekend.
42221,pino_tecno,26-01-14 15:11,6,1931,6,0,Its a site to simulate the test. It just gives you very tough questions to test your readiness.
14737,Bertonesd,29-01-18 21:20,0,2796,96,0,And by when you're done I mean now
39390,SaviniAlfio,29-01-18 21:17,0,4826,135,1,"Last Chance! Claim ur ‹¨«150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. ‹¨«3.00 Sub. 16"
28656,RezwanSaidee,29-01-18 21:19,0,2153,70,0,And whenever you and i see we can still hook up too.
3780,IvanCristiano18,29-01-18 21:14,0,4991,115,0,Carry on not disturbing both of you
16829,Khadija38295656,29-01-18 21:18,0,2717,103,0,Hope you are feeling great. Pls fill me in. Abiola
27901,Melissa27925558,29-01-18 21:17,0,3969,132,0,meet you in corporation st outside gap ‹¨«‹¨«_ you can see how my mind is working!
8835,krirossi1,29-01-18 21:15,0,2154,138,0,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"
22165,Idraquadrada,08-02-14 17:41,2831,2650,296,0,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....
4690,ValentinaRaile3,29-01-18 21:10,1,2391,121,0,Fine i miss you very much.
21822,matteof93664493,15-01-18 21:28,1,28584,212,0,You will go to walmart. I.ll stay.
8397,Clirim69253386,29-01-18 21:06,0,5123,110,0,HAPPY NEW YEAR MY NO.1 MAN
15581,Angelo80038651,29-01-18 21:03,0,4841,78,0,What * u wearing?
23975,BellottiDalila,29-01-18 21:01,0,696,147,0,"U so lousy, run already come back then half dead... Hee..."
42175,Laurita9011,29-01-18 21:01,29,1892,68,0,", ow u dey.i paid 60,400thousad.i told  u would call . "
28304,monica16564483,29-01-18 20:59,1,1258,137,0,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks
14052,Elisabe80776121,29-01-18 21:00,0,2269,129,0,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
30420,Mivi254821,29-01-18 20:55,0,6530,147,0,Then why you came to hostel.
30069,la_ferrera,20-09-11 9:30,1080,2311,4969,0,No..few hours before.went to hair cut .
3307,marco79501548,29-01-18 20:55,0,1801,106,0,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.
36166,RobertoSampo2,29-01-18 20:41,8,1782,37,0,Or ill be a little closer like at the bus stop on the same street
8141,LucaSimonetti86,17-06-11 8:10,1285,3043,302,0,"Yes obviously, but you are the eggs-pert and the potato head‹¨«‹¨«_ Speak soon! "
42468,emanuelMasa,04-03-12 13:10,42,1953,97,0,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
44332,nelluzzu,29-01-18 19:18,0,2717,59,0,Ok then i'll let him noe later n ask him call u tmr...
21297,Mas_Spa8,18-08-13 4:39,6,2484,157,0,my ex-wife was not able to have kids. Do you want kids one day?
42236,Mariaro17246571,29-01-18 20:46,0,6795,115,0,Oh god. I'm gonna Google nearby cliffs now.
19719,demetri85365172,01-01-18 12:52,0,19753,4,0,I am late. I will be there at
41420,achille77_,25-03-12 22:38,0,2260,38,0,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.
35113,Anita91760768,29-01-18 20:47,1,1584,118,0,Hahaha..use your brain dear
37585,armix87,29-01-18 20:45,7,3563,144,1,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p‹¨«3.99
47162,GiampieroPetrin,15-05-12 20:32,0,2735,5,0,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always"
27363,AlessioChitarra,27-01-18 3:34,1,3889,2,0,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
18763,lavelafoodex,29-01-18 20:43,4,1696,127,0,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later."
48495,gagagagalulu5,29-01-18 20:39,0,3344,94,0,Was playng 9 doors game and gt racing on phone lol
40297,Sgarbi_Alberto,29-01-18 20:31,0,3711,48,0,I think i am disturbing her da
16328,silvia977silvia,29-10-12 20:42,1,5695,1803,0,Printer is cool. I mean groovy. Wine is groovying
8560,ppollo45,29-01-18 20:34,0,3402,152,0,"\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\"""""
45835,MarcoTagliafe12,29-01-18 20:27,1,2653,69,0,K and you're sure I don't have to have consent forms to do it :V
26416,Emily20523677,29-01-18 20:32,4,2034,111,0,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!
1696,Jynxer93,28-09-16 19:35,547,3054,91,1,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message"
25908,LinoCangemi,30-03-10 11:36,609,2202,86,0,Cheers for the message Zogtorius. I‹¨«‹¨«ve been staring at my phone for an age deciding whether to text or not.
26537,carlotto7375,10-08-16 19:56,1,3735,79,1,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270
6917,CioffiSergio,22-11-11 13:47,3,12723,36,0,We'll join the  &lt;#&gt;  bus
12988,LisaLeonardi4,29-01-18 20:22,1,6210,198,0,Lol alright i was thinkin that too haha
35137,Elia65577367,29-01-18 20:21,0,2189,133,0,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?"
44804,gmontale,08-01-13 22:22,0,5711,20,0,Have you bookedthe hut? And also your time off? How are you by the way?
38546,RiggiLiborio,26-01-14 21:09,7,5165,17,0,"Cool, text me when you're parked"
18275,elias97inter,20-12-12 13:45,13810,2519,522,0,How much r ‹¨«_ willing to pay?
10683,ilcoricone,16-09-12 20:38,24,2761,14,0,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
9469,valepi71,14-03-13 15:46,39,785,118,0,No. On the way home. So if not for the long dry spell the season would have been over
42253,PetroneDomenic0,29-01-18 20:17,10,2176,15,0,Nobody can decide where to eat and dad wants Chinese
12114,andreagi6388,01-11-15 13:31,1000,2663,2276,0,Who u talking about?
9142,RizzoTanino,29-01-18 20:17,0,2984,123,1,U are subscribed to the best Mobile Content Service in the UK for ‹¨«3 per ten days until you send STOP to 83435. Helpline 08706091795.
33310,PezzulloEnzo,29-01-18 20:13,4,5114,142,0,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.
10235,orsetta16,29-01-18 20:06,0,1516,82,0,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..
26662,DavideBarilli1,29-01-18 20:10,0,2652,117,0,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass
18941,marciolabio,26-01-12 23:09,1016,5331,239,0,No problem with the renewal. I.ll do it right away but i dont know his details.
43260,NoemiLu35116262,29-01-18 20:08,0,3846,89,0,Dear how is chechi. Did you talk to her
25407,CarusoLux,29-03-13 12:54,9,1595,111,0,How do you guys go to see movies on your side.
39060,cello66551018,29-01-18 19:46,0,2038,24,0,Hey u still at the gym?
29400,1969Tonger,18-05-14 18:24,1612,5620,168,0,Where can download clear movies. Dvd copies.
1079,TukultiPD,20-06-09 9:13,15767,2668,2878,0,have got * few things to do. may be in * pub later.
33930,AlrssandtoD,29-01-18 17:11,23,1858,4,1,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply"
28889,Alex81721994,29-01-18 20:02,0,5660,172,0,Same to u...
16603,MariaGi03591580,29-01-18 20:03,1,4496,164,0,"Customer place, i wil cal u sir."
45924,pataoserg,03-05-12 16:47,1,1660,25,0,Hmmm:)how many players selected?
19542,Leentot1,29-01-18 20:00,1,2566,45,0,Dont let studying stress you out. L8r.
36747,manuel89943155,29-01-18 19:58,0,24395,128,0,Nope. I just forgot. Will show next week
49593,Frances82759789,29-01-18 19:48,0,4288,8,0,You want to go? 
37843,Dominic28371138,29-01-18 19:54,1,2478,85,0,You are a very very very very bad girl. Or lady.
19632,ROBERTATANCRED1,04-10-12 10:45,140,11713,136,1,Todays Vodafone numbers ending with 4882 are selected to a receive a ‹¨«350 award. If your number matches call 09064019014 to receive your ‹¨«350 award.
29542,beppolo88,05-02-14 18:29,1148,1696,369,0,Pls go there today  &lt;#&gt; . I dont want any excuses
36232,maryebbasta,30-09-17 23:10,79,2934,153,0,Did you get any gift? This year i didnt get anything. So bad
46563,mauro99187148,29-01-18 19:49,0,2004,119,0,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... 
43846,ftomaiuolo,08-07-09 14:33,299,3680,58,0,Yup i'm elaborating on the safety aspects and some other issues..
37845,luca05180937,29-01-18 19:46,0,3893,146,1,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow
8014,ShopPop82,29-01-18 19:40,19,1515,140,0,Bring it if you got it
36702,paolofux,29-01-18 19:44,0,5158,40,0,You have got tallent but you are wasting.
41373,CESARLE12381844,29-01-18 19:44,0,1560,114,0,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*"
41782,francesco6761,29-01-18 19:05,794,2079,1349,0,I will spoil you in bed as well :)
2066,Michele93218857,06-09-15 5:58,5,3838,316,0,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
29207,Giulio2000,26-06-09 15:28,30,4159,32,0,"Sorry, I'll call later"
23894,GubelliMarco,29-01-18 19:42,0,1830,59,0,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
15284,AMarfoq,29-01-18 19:33,0,12171,15,1,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or ‹¨«250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022"
16030,charlotte8913,29-01-18 19:37,1,2072,164,1,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565
40972,oldmensuc292,29-01-18 19:36,0,3109,56,0,Prakesh is there know.
3584,Dicu80676613,29-01-18 19:35,1,13364,147,1,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
19008,Claudio42840386,29-01-18 19:31,36,2403,10,0,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.
8808,Armando99427775,29-01-18 19:33,0,1243,137,0,I called but no one pick up e phone. I ask both of them already they said ok.
2928,VeroValirio,29-01-18 19:23,0,4926,24,0,"I'll text carlos and let you know, hang on"
34963,mimmimimvalenti,29-01-18 19:25,0,1149,81,0,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...
8227,Mariang70920298,29-01-18 19:22,1,2912,161,0,"That's cool he'll be here all night, lemme know when you're around"
39220,SulanderSingh1,29-01-18 19:27,1,3401,119,0,What makes you most happy?
7013,GGiallog,29-01-18 19:13,0,1254,37,0,She.s find. I sent you an offline message to know how anjola's now.
48437,Bruno81532536,10-08-17 15:24,908,2834,202,0,"Sorry, I'll call later"
31667,MARCODAIBASTA,21-10-14 15:34,5,2843,3,0,Take us out shopping and Mark will distract Isaiah.=D
42593,calio_franco,29-01-18 19:15,1,1460,109,1,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs
47215,sgurgolo,20-09-11 21:19,65,2279,268,0,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;
46327,Anonimus_3333,29-01-18 19:15,18,1756,80,0,"K, wait chikku..il send aftr  &lt;#&gt; mins"
30116,Gabryminuti90,14-05-12 17:43,124,562,337,0,Just sleeping..and surfing
47905,Tommaso40133621,29-01-18 19:14,0,1744,85,0,"Sorry, I'll call later"
37943,PaoloBena,01-05-12 7:42,1366,9722,1124,0,Can come my room but cannot come my house cos my house still messy... Haha...
3411,DortonaGabriele,07-05-14 19:59,5,1796,12,1,"URGENT! Last weekend's draw shows that you have won ‹¨«1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm"
38879,AlassaniKeita,29-01-18 19:10,5,3073,94,1,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or ‹¨«10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+"
17316,SGhulaml,29-01-18 19:10,0,571,121,0,happened here while you were adventuring
17849,ggbioing,20-05-13 11:14,528,2840,393,0,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................
42004,giampao64025585,29-05-12 12:58,15,2465,306,0,I am in a marriage function
25478,richard2010borg,04-10-12 9:49,4,2375,51,0,K. I will sent it again
18906,Michela70481789,28-01-18 17:49,4,4281,106,0,U 2.
43704,rickj997,29-01-18 19:06,5,2726,197,1,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04
23799,AlpiniBaffo,30-12-16 18:55,89,3828,268,0,Those ducking chinchillas
10920,curoxim,25-11-11 8:57,57,1886,47,0,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!"
47397,RAPOIZE,04-11-12 10:19,27,9062,47,0,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep."
48288,grroncon,05-01-12 20:38,22,1989,51,0,Good Morning plz call me sir
30123,TetereaDenis,29-01-18 18:57,0,2164,51,0,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.
32536,hqhwsqwre1333,29-01-18 18:55,0,3073,249,0,Yeah but which is worse for i
25551,bgiuseppe998,29-01-18 18:46,3,2795,24,0,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
21569,sfiugjopzt1435,29-01-18 18:51,0,1983,84,0,Like a personal sized or what
12142,MauroMau,20-02-17 17:15,16,1904,47,0,Must come later.. I normally bathe him in da afternoon mah..
46126,sandrino001,29-09-16 5:05,2223,4426,88,0,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. "
29551,Matteos63373263,29-01-18 18:35,0,1985,14,0,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
11958,CupellaroSofia,29-01-18 17:59,0,2557,120,1,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end
33212,viaggiatore701,29-01-18 18:34,1,807,99,0,Dude got a haircut. Now its breezy up there
48667,Mattia80018338,29-01-18 18:36,1,3046,103,0,Eatin my lunch...
31813,useless199898,29-01-18 18:30,0,543,63,0,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.
46630,peppecataniape2,29-01-18 18:29,85,1649,337,0,"Goodmorning,my grandfather expired..so am on leave today."
15838,Gianfra63634620,29-01-18 18:25,1,2322,75,0,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*"
33039,leledecarli,23-07-10 11:15,0,1914,131,0,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
17126,Arbe_lina,26-01-18 10:48,3,3150,27,0,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
15976,Salvato01812978,29-01-18 5:43,0,2401,124,0,That means get the door
46178,simocavagna1,12-03-15 22:14,39617,3379,4057,0,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
9994,Lisa44504683,29-01-18 18:12,3,2045,104,0,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
13787,RiccardoBistoc1,20-12-17 19:58,8,9892,253,0,Sorry de i went to shop.
19163,morenopasqual1,29-01-18 18:06,0,3620,128,0,‹¨«‹¨« bot notes oredi... Cos i juz rem i got...
25459,Beatric63317447,25-12-17 21:32,1,5858,40,0,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
5527,FrancescaCotini,14-12-12 21:32,6,22130,97,1,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
3266,CPellei,25-09-17 12:35,0,1601,84,1,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or ‹¨«5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm
35642,P_carandente,19-06-14 13:23,9,2530,125,0,i dnt wnt to tlk wid u
20450,Marcell98293884,28-07-16 13:01,59,2013,73,0,"Babe, I need your advice"
45122,Raul4427,29-01-18 17:45,1,1844,88,1,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY
2614,Domenic90319180,28-01-18 22:23,0,520,3,0,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:)
18051,LuigiMalomo2,29-01-18 17:40,0,4773,125,0,Are you this much buzy
38977,walteryocum2855,29-01-18 17:38,0,3948,220,0,Realy sorry-i don't recognise this number and am now confused :) who r u please?! 
15977,CaserioPietro,29-01-18 17:33,1,2196,130,1,CDs 4u: Congratulations ur awarded ‹¨«500 of CD gift vouchers or ‹¨«125 gift guaranteed & Freeentry 2 ‹¨«100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 
38905,Corneliaardele7,29-01-18 17:37,0,3926,170,1,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
1307,HotMichelleHot,29-01-18 17:34,0,2999,136,0,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls."
45883,Juvntusfc,29-01-18 17:32,1,1418,152,0,Have you heard from this week?
34030,ValeMorici1900,29-01-18 15:47,8,2205,184,0,I called and said all to him:)then he have to choose this future.
22445,abdulturet55,29-01-18 17:28,45,3287,136,0,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;
45380,FiorenzoCasadei,29-01-18 17:18,0,1906,23,0,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.
36223,AnnaPoggesi,29-01-18 17:23,0,1110,105,0,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .
23012,Lievito_Roma,29-01-18 17:25,1,12843,157,0,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/
35093,Piero58193932,29-01-18 16:19,0,2331,119,0,Happy new year. Hope you are having a good semester
48453,HotelSeehof,29-01-18 17:24,4,2530,63,0,"I'll see, but prolly yeah"
40476,PiacenzaVideo,29-01-18 17:21,1,2012,105,1,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
33784,Enrico23960501,29-01-18 17:22,0,2124,158,0,Haha... can... But i'm having dinner with my cousin...
39577,VitoPalladino5,29-01-18 17:13,1,1593,56,0,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.
1080,robertoarchett1,29-01-18 17:19,0,2207,101,0,Am going to take bath ill place the key in window:-)
21731,NickSanto6,29-01-18 17:19,1,1692,194,1,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
27112,NikLedSecurity,29-01-18 17:16,1,9301,65,0,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.
29042,MRoxy83,29-01-18 17:15,1,3252,109,0,They will pick up and drop in car.so no problem..
32720,Ilie19185713,18-07-17 22:42,1,3748,62,0,* Will have two more cartons off u and is very pleased with shelves
15081,M_Ciccia1,29-01-18 17:10,0,2204,78,1,You have an important customer service announcement from PREMIER.
11491,yaservural355,29-01-18 17:12,0,547,81,0,Hey what how about your project. Started aha da.
49820,Armybevi,09-11-12 14:43,3,3292,7,1,"Shop till u Drop, IS IT YOU, either 10K, 5K, ‹¨«500 Cash or ‹¨«100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
12247,Giuly_N,20-08-12 16:37,3243,1678,420,0,Where's my boytoy? I miss you ... What happened?
35801,BattentiMauro,29-01-18 17:04,0,6883,132,0,Not directly behind... Abt 4 rows behind ‹¨«_...
7582,Smerald58029040,29-01-18 17:04,0,8010,145,0,Wot about on wed nite I am 3 then but only til 9!
49413,PensionPanorama,29-01-18 17:00,3,4087,64,0,IM LATE TELLMISS IM ON MY WAY
14476,Gianpao93296216,29-01-18 16:11,0,2882,5,0,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?"
18017,Mohamed19920073,29-01-18 16:56,0,3884,141,0,Went to ganesh dress shop
16606,ribellissimi,29-01-18 16:51,25,1615,27,0,So what about you. What do you remember
19084,AreVirgilio,29-01-18 16:52,0,2284,119,0,No da. . Vijay going to talk in jaya tv
15943,GabrielePaci1,29-01-18 16:48,0,2655,127,0,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT"""
13994,fabio_costabile,06-03-16 23:53,8,1524,194,0,Thanks for this hope you had a good day today
24055,Bayoukou1,29-01-18 16:45,0,2217,130,1,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or ‹¨«10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+"
20762,imma_cirillo,29-01-18 15:48,2,476,31,0,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?
21963,SilviaV39131889,29-01-18 16:41,7,2336,39,1,Todays Voda numbers ending with 7634 are selected to receive a ‹¨«350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
14770,PowerSun57,21-05-17 8:12,131,3599,61,0,Eat jap done oso aft ur lect wat... ‹¨«‹¨« got lect at 12 rite... 
17450,shiwasekitai,22-12-12 13:45,18,1808,26,0,Excellent! Are you ready to moan and scream in ecstasy?
41534,bellogiovannin1,29-01-18 16:39,1,2249,57,1,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832"
39776,hgh85512064,29-01-18 16:38,0,4021,67,0,Wah... Okie okie... Muz make use of e unlimited... Haha... 
3142,cavazzarudy,29-01-18 16:28,1,1838,49,0,Also maaaan are you missing out
3079,errore94,21-06-16 8:45,16,1297,9,0,When ‹¨«_ login dat time... Dad fetching ‹¨«_ home now?
48814,SPILINTON,04-03-11 20:29,103,9086,291,0,"What will we do in the shower, baby?"
9472,FabrCorr,29-01-18 16:15,0,3502,13,1,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed ‹¨«1000 cash or ‹¨«5000 prize!
1551,VDamasa,29-01-18 16:30,1,2526,157,0,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
20441,DomenicoSorace3,29-12-17 9:06,8,1363,7,0,Ok Chinese food on its way. When I get fat you're paying for my lipo.
22533,NicoleZampighi,29-01-18 16:25,4,2757,98,0,I guess it is useless calling u 4 something important.
30898,loffy05,29-01-18 16:24,0,1422,145,0,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
47405,AgostaClaudia,09-09-14 12:29,2848,12058,169,0,Are you free now?can i call now?
46578,ale93488003,29-01-18 16:23,0,1569,122,0,Sorry. || mail? || 
35429,idadecarolis,29-01-18 16:19,0,2602,154,0,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
19127,Cepernich,27-04-09 13:29,6320,3968,1001,0,My sister going to earn more than me da.
39633,Krovindan14,22-03-16 5:59,0,1537,157,0,Wrong phone! This phone! I answer this one but assume the other is people i don't well
8031,MicheleArmano,30-08-12 9:58,13,2247,124,0,have you ever had one foot before?
